<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CDR,D,19980116,000000,17.7044,18.0152,17.7044,17.8925,48388.966586403,0
CDR,D,19980119,000000,17.8925,17.8925,17.5064,17.5064,46697.701734839,0
CDR,D,19980120,000000,17.6183,17.6183,17.2224,17.4203,47278.632015394,0
CDR,D,19980121,000000,18.0914,18.0914,17.6183,17.6183,76842.426571221,0
CDR,D,19980122,000000,18.0914,18.2894,18.0914,18.2894,350463.61965322,0
CDR,D,19980123,000000,18.0914,18.808,18.0914,18.6853,44244.6604806,0
CDR,D,19980126,000000,18.4873,18.4873,18.0914,18.0914,48339.461223364,0
CDR,D,19980127,000000,18.2894,18.4873,18.2894,18.4873,33559.584572514,0
CDR,D,19980128,000000,18.4873,18.808,18.4873,18.808,61983.745464921,0
CDR,D,19980129,000000,18.4873,18.808,18.4873,18.6091,80897.825086261,0
CDR,D,19980130,000000,16.9116,18.0152,16.9116,17.8925,41170.27640455,0
CDR,D,19980202,000000,18.6091,18.9961,18.6091,18.8832,122795.52723342,0
CDR,D,19980203,000000,18.8832,19.1208,18.8832,18.9961,125203.10437875,0
CDR,D,19980204,000000,18.8832,18.8832,18.4111,18.4111,55270.212048768,0
CDR,D,19980205,000000,18.8832,19.9037,18.8832,19.9037,367160.06107314,0
CDR,D,19980206,000000,19.5167,20.4976,19.5167,19.9037,74167.116340074,0
CDR,D,19980209,000000,20.8945,21.6012,20.8945,21.2904,188400.23639488,0
CDR,D,19980210,000000,21.2904,21.6012,21.2904,21.4884,213768.1988548,0
CDR,D,19980211,000000,21.2904,21.6012,21.0925,21.0925,146650.0400233,0
CDR,D,19980212,000000,20.4976,20.4976,19.5909,19.7147,89644.109327591,0
CDR,D,19980213,000000,18.8832,19.5909,18.8832,19.5909,139515.20586456,0
CDR,D,19980216,000000,19.1208,19.1208,18.6853,18.6853,162310.91007354,0
CDR,D,19980217,000000,18.6853,18.9961,18.6853,18.8832,87649.750416607,0
CDR,D,19980218,000000,18.8832,19.5167,18.8832,19.393,266976.36098598,0
CDR,D,19980219,000000,19.5167,19.7889,18.9961,19.194,190163.23350717,0
CDR,D,19980220,000000,18.8832,19.1208,18.6091,18.6853,71857.539607294,0
CDR,D,19980223,000000,19.1208,19.5167,19.1208,19.5167,170767.23433135,0
CDR,D,19980224,000000,19.194,19.194,18.8832,18.8832,126607.44018739,0
CDR,D,19980225,000000,18.6853,18.808,18.6091,18.808,92036.531769946,0
CDR,D,19980226,000000,18.8832,18.8832,18.6091,18.6091,41279.390265941,0
CDR,D,19980227,000000,18.8832,18.8832,18.6853,18.6853,88363.031769775,0
CDR,D,19980302,000000,18.8832,18.9961,18.6853,18.8832,57458.551157781,0
CDR,D,19980303,000000,18.2894,18.2894,18.0152,18.0152,241793.28590231,0
CDR,D,19980304,000000,17.8925,18.0152,17.8925,18.0152,76752.508666927,0
CDR,D,19980305,000000,17.8925,17.8925,17.5064,17.5064,58501.194722186,0
CDR,D,19980306,000000,17.8163,18.2894,17.8163,18.0152,30954.996288565,0
CDR,D,19980309,000000,18.0914,18.6853,18.0914,18.6853,43488.945959113,0
CDR,D,19980310,000000,18.8832,18.8832,18.6853,18.6853,116901.35809123,0
CDR,D,19980311,000000,18.808,18.808,18.0152,18.2132,48239.440183756,0
CDR,D,19980312,000000,18.0914,18.4873,18.0914,18.4873,38405.048269108,0
CDR,D,19980313,000000,18.4873,18.4873,18.0914,18.0914,41821.928632303,0
CDR,D,19980316,000000,18.0914,18.2132,18.0914,18.0914,30120.477311628,0
CDR,D,19980317,000000,18.0914,18.0914,17.7044,17.8163,41177.34859927,0
CDR,D,19980318,000000,17.8925,18.2132,17.8925,18.0914,46212.751239767,0
CDR,D,19980319,000000,17.8925,17.8925,17.7044,17.7044,58019.275167708,0
CDR,D,19980320,000000,17.7044,17.7044,17.2224,17.5064,45659.09942456,0
CDR,D,19980323,000000,17.7044,17.7044,17.3075,17.5064,29141.483499702,0
CDR,D,19980324,000000,17.7044,17.7044,17.3075,17.3075,69899.55198344,0
CDR,D,19980325,000000,17.8925,17.8925,17.7044,17.7044,60690.544144729,0
CDR,D,19980326,000000,17.8925,17.8925,17.4203,17.4203,55238.892329295,0
CDR,D,19980327,000000,17.7044,17.7044,17.6183,17.6183,71859.560234356,0
CDR,D,19980330,000000,17.7044,17.7044,17.3075,17.3075,106233.45751318,0
CDR,D,19980331,000000,17.7044,17.7044,17.7044,17.7044,77404.16089468,0
CDR,D,19980401,000000,16.3167,17.1095,16.3167,16.9116,25335.632426918,0
CDR,D,19980402,000000,16.9116,17.1095,16.9116,17.0333,27461.332096983,0
CDR,D,19980406,000000,16.9116,17.2224,16.7879,17.1095,43087.851487147,0
CDR,D,19980407,000000,16.9116,17.0333,16.9116,17.0333,16521.657178984,0
CDR,D,19980408,000000,16.9116,16.9116,16.7879,16.7879,28590.862625089,0
CDR,D,19980409,000000,16.5147,16.9116,16.5147,16.7879,9283.7710400346,0
CDR,D,19980414,000000,16.9116,16.9116,16.9116,16.9116,5161.6918319226,0
CDR,D,19980415,000000,17.3075,17.3075,16.9116,16.9116,57427.231438307,0
CDR,D,19980416,000000,17.3075,17.3075,17.1095,17.1095,54809.50907845,0
CDR,D,19980417,000000,17.5064,17.5064,17.5064,17.5064,21593.431106612,0
CDR,D,19980420,000000,16.9116,16.9116,16.9116,16.9116,6340.7277230664,0
CDR,D,19980421,000000,15.609,16.1188,15.609,16.1188,37777.643566109,0
CDR,D,19980422,000000,16.0049,16.1188,15.807,15.807,56912.981850825,0
CDR,D,19980423,000000,16.4018,17.1095,16.4018,16.9116,92767.998766679,0
CDR,D,19980424,000000,17.8925,17.8925,17.5064,17.7044,115548.54827269,0
CDR,D,19980427,000000,16.5998,17.3075,16.5998,17.1095,21107.470298009,0
CDR,D,19980428,000000,16.7879,16.7879,16.5147,16.7879,26571.24587582,0
CDR,D,19980429,000000,16.7879,16.7879,16.5998,16.5998,33144.345711108,0
CDR,D,19980430,000000,16.5147,16.7136,16.2029,16.7136,33171.624176456,0
CDR,D,19980504,000000,16.4018,16.7136,16.4018,16.5998,120406.13573166,0
CDR,D,19980505,000000,16.5147,16.5147,16.4018,16.4018,31180.296206067,0
CDR,D,19980506,000000,16.5147,16.5998,16.5147,16.5998,32934.200496577,0
CDR,D,19980507,000000,15.9297,16.2029,15.9297,16.2029,50897.575084869,0
CDR,D,19980508,000000,15.9297,16.2029,15.807,15.9297,49246.722774562,0
CDR,D,19980511,000000,15.609,15.7318,15.4111,15.4111,30420.540430454,0
CDR,D,19980512,000000,15.3358,15.3358,15.1369,15.2121,25841.799506149,0
CDR,D,19980513,000000,14.8261,15.1369,14.3074,14.5054,33638.389027963,0
CDR,D,19980514,000000,14.3074,14.4292,14.3074,14.3074,73302.287957196,0
CDR,D,19980515,000000,14.1085,14.4292,14.1085,14.4292,82497.151406467,0
CDR,D,19980518,000000,14.8261,14.8261,14.1085,14.1085,221304.12748551,0
CDR,D,19980519,000000,14.7034,14.7034,14.6271,14.7034,121421.50083071,0
CDR,D,19980520,000000,14.6271,14.7034,14.3074,14.3074,31940.05198168,0
CDR,D,19980521,000000,14.9389,15.3358,14.9389,15.2121,24197.00907703,0
CDR,D,19980522,000000,14.8261,14.8261,14.7034,14.7034,55267.181108174,0
CDR,D,19980525,000000,14.6271,14.6271,14.3074,14.3074,110546.48597873,0
CDR,D,19980526,000000,14.3074,14.4292,13.9204,14.4292,19005.007839165,0
CDR,D,19980527,000000,12.9296,12.9296,12.3348,12.9296,50075.17987031,0
CDR,D,19980528,000000,12.5327,12.7307,12.3348,12.7307,27056.196370892,0
CDR,D,19980529,000000,12.7307,12.7307,12.3348,12.4199,27682.59076036,0
CDR,D,19980601,000000,12.1467,12.1467,11.3529,11.6271,30603.407179637,0
CDR,D,19980602,000000,10.956,11.4281,10.956,11.3529,48241.460810819,0
CDR,D,19980603,000000,11.5509,12.4199,11.5509,12.221,28821.214110248,0
CDR,D,19980604,000000,12.3348,12.8534,12.3348,12.8534,74565.179871446,0
CDR,D,19980605,000000,12.9296,13.0514,12.7307,13.0514,72733.481439017,0
CDR,D,19980608,000000,12.9296,13.1276,12.4199,12.4199,23807.02805391,0
CDR,D,19980609,000000,12.7307,12.7307,11.9468,12.1467,33961.689358011,0
CDR,D,19980610,000000,11.9468,12.3348,11.9468,12.3348,34006.143153393,0
CDR,D,19980615,000000,10.758,11.0421,10.758,10.758,49960.00412773,0
CDR,D,19980616,000000,10.956,11.7488,10.956,11.7488,26929.907179467,0
CDR,D,19980617,000000,12.023,12.023,11.7488,12.023,70379.450910855,0
CDR,D,19980618,000000,12.9296,12.9296,12.221,12.3348,54640.786718706,0
CDR,D,19980619,000000,12.4199,13.1276,12.4199,13.1276,49477.074259721,0
CDR,D,19980622,000000,13.5235,14.6271,13.5235,14.3074,52191.786718593,0
CDR,D,19980623,000000,14.4292,15.5338,14.4292,14.9389,62541.438534254,0
CDR,D,19980624,000000,14.8261,14.8261,14.4292,14.7034,71326.114689777,0
CDR,D,19980625,000000,14.3074,15.1369,14.3074,14.7034,36032.832097381,0
CDR,D,19980626,000000,14.1085,14.4292,13.9204,14.4292,61048.195134845,0
CDR,D,19980629,000000,13.8343,13.9204,13.4384,13.4384,61033.040431874,0
CDR,D,19980630,000000,13.9204,14.4292,13.8343,14.3074,102285.15223247,0
CDR,D,19980701,000000,13.9204,13.9204,13.5235,13.6364,52134.198847303,0
CDR,D,19980702,000000,13.7225,13.7225,13.2494,13.2494,29239.483912247,0
CDR,D,19980703,000000,13.3256,13.3256,13.2494,13.2494,27406.775166288,0
CDR,D,19980706,000000,13.1276,13.2494,12.9296,12.9296,23204.881189195,0
CDR,D,19980707,000000,12.9296,12.9296,12.8534,12.8534,48070.717824012,0
CDR,D,19980708,000000,12.8534,12.8534,12.4199,12.4199,33758.6163382,0
CDR,D,19980709,000000,12.9296,12.9296,12.9296,12.9296,57065.539194066,0
CDR,D,19980710,000000,12.7307,12.7307,12.5327,12.6555,20162.82714615,0
CDR,D,19980713,000000,12.3348,12.7307,12.3348,12.6555,141643.93647522,0
CDR,D,19980714,000000,12.7307,12.7307,12.3348,12.3348,77909.31766038,0
CDR,D,19980715,000000,12.4199,12.4199,12.023,12.221,45810.64645427,0
CDR,D,19980716,000000,12.221,12.4199,11.9468,12.4199,66194.732263797,0
CDR,D,19980717,000000,12.5327,12.5327,12.1467,12.3348,39743.713698213,0
CDR,D,19980720,000000,12.7307,12.8534,12.4199,12.8534,27296.650991365,0
CDR,D,19980721,000000,12.5327,12.5327,12.023,12.023,44638.682757846,0
CDR,D,19980722,000000,11.3529,11.4281,11.2401,11.2401,94839.141506049,0
CDR,D,19980723,000000,11.5509,11.9468,11.5509,11.9468,73718.537132132,0
CDR,D,19980724,000000,11.5509,11.7488,11.4281,11.6271,51134.998764748,0
CDR,D,19980727,000000,11.5509,11.5509,10.8432,10.956,20993.304868961,0
CDR,D,19980728,000000,11.154,11.154,10.758,10.758,23255.396865765,0
CDR,D,19980729,000000,10.758,10.956,10.758,10.956,39274.928219644,0
CDR,D,19980730,000000,10.956,11.154,10.758,10.956,37100.733500071,0
CDR,D,19980731,000000,10.956,11.0421,10.956,11.0421,30323.55033144,0
CDR,D,19980803,000000,10.5601,10.5601,10.1365,10.5601,27801.807757065,0
CDR,D,19980804,000000,10.5601,10.6452,10.5601,10.5601,88311.505779674,0
CDR,D,19980805,000000,9.50299,9.89,9.50299,9.77617,54936.808583406,0
CDR,D,19980806,000000,10.1365,10.1365,9.73955,9.89,47048.280530235,0
CDR,D,19980807,000000,9.9385,10.3255,9.9385,10.2493,29657.753714247,0
CDR,D,19980810,000000,9.9385,10.1365,9.9385,9.9385,38484.863038089,0
CDR,D,19980811,000000,9.5406,9.9385,9.10668,9.10668,27150.155529312,0
CDR,D,19980812,000000,9.14459,9.5406,9.14459,9.5406,35013.425744198,0
CDR,D,19980813,000000,9.14459,9.14459,8.87091,8.94633,42895.891916181,0
CDR,D,19980814,000000,9.14459,9.5406,9.14459,9.5406,77113.190597636,0
CDR,D,19980817,000000,9.14459,9.5406,9.14459,9.38026,87664.905119578,0
CDR,D,19980818,000000,9.34274,9.5406,9.34274,9.41787,16389.306106371,0
CDR,D,19980819,000000,10.0503,10.4473,9.9385,10.3255,91353.559822719,0
CDR,D,19980820,000000,10.5601,11.0421,10.5601,11.0421,57913.192246911,0
CDR,D,19980821,000000,10.3255,10.3255,9.9385,10.1365,60942.112214048,0
CDR,D,19980824,000000,10.758,10.8432,10.5601,10.6452,27786.653054094,0
CDR,D,19980825,000000,10.5601,10.758,10.3255,10.3255,33394.903466896,0
CDR,D,19980826,000000,9.5406,9.85239,9.5406,9.65443,17238.979786278,0
CDR,D,19980827,000000,9.5406,9.5406,8.87091,8.94633,39020.329209731,0
CDR,D,19980828,000000,8.59733,8.87091,8.43689,8.67275,42486.714935964,0
CDR,D,19980831,000000,9.14459,9.14459,8.74827,8.98424,35635.778879541,0
CDR,D,19980901,000000,8.4746,8.87091,8.4746,8.74827,77732.512792385,0
CDR,D,19980902,000000,9.30523,9.9385,9.30523,9.41787,56860.445547192,0
CDR,D,19980903,000000,9.30523,9.73955,9.30523,9.57821,51177.431933067,0
CDR,D,19980904,000000,9.5406,9.70194,9.34274,9.61583,39522.455034837,0
CDR,D,19980907,000000,9.73955,9.85239,9.70194,9.70194,47522.117576462,0
CDR,D,19980908,000000,9.46637,9.61583,9.14459,9.61583,54236.661306146,0
CDR,D,19980909,000000,9.73955,9.73955,9.46637,9.50299,32308.816420641,0
CDR,D,19980910,000000,9.85239,9.85239,9.5406,9.5406,32030.980199506,0
CDR,D,19980911,000000,9.5406,9.73955,9.26772,9.46637,31211.61592554,0
CDR,D,19980914,000000,9.5406,9.61583,9.5406,9.57821,28735.337460079,0
CDR,D,19980915,000000,9.34274,9.34274,9.14459,9.14459,27150.155529312,0
CDR,D,19980916,000000,9.34274,9.34274,9.34274,9.34274,3519.9323433976,0
CDR,D,19980917,000000,9.14459,9.14459,8.55012,8.55012,19296.98844974,0
CDR,D,19980918,000000,8.23863,8.39917,8.23863,8.39917,36494.545381231,0
CDR,D,19980921,000000,8.16311,8.16311,7.80451,7.88013,36754.195958801,0
CDR,D,19980922,000000,8.36146,8.55012,8.36146,8.39917,35802.480612222,0
CDR,D,19980923,000000,8.63504,8.63504,8.39917,8.55012,31261.121288579,0
CDR,D,19980924,000000,8.94633,9.14459,8.74827,8.79539,29717.3622126,0
CDR,D,19980925,000000,8.74827,8.94633,8.74827,8.74827,25645.798681058,0
CDR,D,19980928,000000,8.67275,9.14459,8.67275,9.14459,18583.707096572,0
CDR,D,19980929,000000,9.03135,9.03135,8.94633,8.94633,15152.682343937,0
CDR,D,19980930,000000,8.87091,8.94633,8.87091,8.94633,10448.662541739,0
CDR,D,19981001,000000,8.36146,8.55012,8.23863,8.23863,6977.2252478484,0
CDR,D,19981002,000000,7.92724,8.39917,7.92724,8.20092,35683.263615517,0
CDR,D,19981005,000000,8.16311,8.16311,8.16311,8.16311,13725.109324069,0
CDR,D,19981006,000000,7.7668,7.84232,7.7668,7.84232,24181.854374059,0
CDR,D,19981007,000000,8.16311,8.16311,7.84232,7.84232,27316.857261993,0
CDR,D,19981008,000000,7.96495,7.96495,7.7856,7.7856,18017.931518988,0
CDR,D,19981009,000000,7.96495,7.96495,7.82341,7.96495,13887.769802624,0
CDR,D,19981012,000000,8.16311,8.23863,8.16311,8.20092,12139.927393302,0
CDR,D,19981013,000000,8.16311,8.16311,8.16311,8.16311,21619.699258429,0
CDR,D,19981014,000000,7.96495,7.96495,7.96495,7.96495,4786.8655117732,0
CDR,D,19981015,000000,7.80451,7.80451,7.71018,7.71018,10985.139026912,0
CDR,D,19981016,000000,7.96495,7.96495,7.82341,7.86112,19566.742162624,0
CDR,D,19981019,000000,7.7668,7.7668,7.7668,7.7668,20093.115512483,0
CDR,D,19981020,000000,7.56854,7.7668,7.44591,7.66297,25733.695958289,0
CDR,D,19981021,000000,7.7668,7.7668,7.53083,7.53083,19859.73308673,0
CDR,D,19981022,000000,7.7668,7.7668,7.69137,7.74789,83938.868815775,0
CDR,D,19981023,000000,7.66297,7.86112,7.66297,7.74789,65533.987214261,0
CDR,D,19981026,000000,7.66297,7.66297,7.56854,7.66297,63780.082923751,0
CDR,D,19981027,000000,7.66297,7.66297,7.4082,7.58755,74384.333749325,0
CDR,D,19981028,000000,7.4271,7.4271,7.25725,7.29496,55329.820547121,0
CDR,D,19981029,000000,7.38939,7.38939,7.25725,7.33267,43073.707097708,0
CDR,D,19981030,000000,7.51202,7.56854,7.4271,7.56854,132798.64150781,0
CDR,D,19981102,000000,7.66297,8.36146,7.66297,8.36146,335928.23887697,0
CDR,D,19981103,000000,8.43689,8.43689,8.04057,8.1254,522346.24012324,0
CDR,D,19981104,000000,8.55012,8.59733,8.31415,8.4746,1765101.5953789,0
CDR,D,19981105,000000,8.4746,8.4746,7.96495,7.96495,424869.1699867,0
CDR,D,19981106,000000,7.62526,7.62526,7.0778,7.37048,354785.74094055,0
CDR,D,19981109,000000,7.35168,7.35168,7.13462,7.21004,350633.3523265,0
CDR,D,19981110,000000,7.15342,7.15342,6.80422,6.82303,254735.40223954,0
CDR,D,19981112,000000,6.75701,6.75701,6.48333,6.52104,198065.90594978,0
CDR,D,19981113,000000,6.3701,6.80422,6.3701,6.75701,203042.71040546,0
CDR,D,19981116,000000,6.99298,7.44591,6.99298,7.35168,335423.08211127,0
CDR,D,19981117,000000,7.15342,7.15342,6.75701,6.86074,352614.57716157,0
CDR,D,19981118,000000,7.059,7.059,6.7193,6.80422,120064.64975804,0
CDR,D,19981119,000000,6.87965,6.87965,6.75701,6.80422,105651.51691909,0
CDR,D,19981120,000000,7.02129,7.02129,6.82303,6.84194,67295.974013023,0
CDR,D,19981123,000000,6.99298,6.99298,6.86074,6.91746,103302.53795859,0
CDR,D,19981124,000000,6.99298,6.99298,6.75701,6.80422,94710.831687562,0
CDR,D,19981125,000000,6.84194,6.91746,6.75701,6.86074,84593.551984122,0
CDR,D,19981126,000000,6.95527,6.95527,6.89855,6.89855,51491.639441332,0
CDR,D,19981127,000000,6.91746,6.91746,6.82303,6.82303,61639.228550714,0
CDR,D,19981130,000000,6.77592,6.86074,6.77592,6.86074,84573.345713494,0
CDR,D,19981201,000000,6.66268,6.66268,6.32289,6.32289,142858.33333996,0
CDR,D,19981202,000000,6.46453,6.62487,6.46453,6.62487,62041.333336211,0
CDR,D,19981203,000000,6.56826,6.86074,6.56826,6.80422,160734.82096455,0
CDR,D,19981204,000000,6.95527,7.21004,6.95527,6.99298,196432.22896951,0
CDR,D,19981207,000000,7.15342,7.15342,6.89855,6.93636,79098.456686837,0
CDR,D,19981208,000000,6.91746,6.95527,6.89855,6.93636,97070.924096912,0
CDR,D,19981209,000000,6.95527,6.95527,6.80422,6.89855,74114.580036441,0
CDR,D,19981210,000000,6.86074,6.99298,6.86074,6.89855,32655.353961911,0
CDR,D,19981211,000000,6.68159,6.73811,6.66268,6.68159,55786.482263314,0
CDR,D,19981214,000000,6.56826,6.58716,6.52104,6.52104,54525.610976127,0
CDR,D,19981215,000000,6.62487,6.68159,6.62487,6.62487,25120.43564473,0
CDR,D,19981216,000000,6.66268,6.66268,6.58716,6.62487,85689.742165691,0
CDR,D,19981217,000000,6.56826,6.56826,6.48333,6.48333,42090.672031655,0
CDR,D,19981218,000000,6.46453,6.62487,6.46453,6.58716,80615.947611,0
CDR,D,19981221,000000,6.56826,6.62487,6.53995,6.53995,116562.90305821,0
CDR,D,19981222,000000,6.66268,6.80422,6.66268,6.7193,74581.344887948,0
CDR,D,19981223,000000,6.75701,6.86074,6.66268,6.75701,154217.28837349,0
CDR,D,19981228,000000,6.75701,6.77592,6.7193,6.75701,333233.73268872,0
CDR,D,19981229,000000,6.75701,6.75701,6.66268,6.7193,125887.0866395,0
CDR,D,19981230,000000,6.66268,6.75701,6.66268,6.73811,80506.833749609,0
CDR,D,19981231,000000,6.75701,7.02129,6.75701,7.02129,140565.93193721,0
CDR,D,19990104,000000,7.15342,7.44591,7.11561,7.44591,338050.90760644,0
CDR,D,19990105,000000,7.23825,7.35168,7.11561,7.17233,424796.42741244,0
CDR,D,19990106,000000,7.23825,7.56854,7.19113,7.54974,1301103.9926346,0
CDR,D,19990107,000000,7.92724,7.92724,7.51202,7.60635,747341.04293896,0
CDR,D,19990108,000000,7.7668,8.23863,7.66297,8.23863,621434.76034236,0
CDR,D,19990111,000000,8.16311,8.31415,7.86112,8.04057,721437.61430739,0
CDR,D,19990112,000000,7.96495,8.1254,7.72909,7.72909,734424.18444001,0
CDR,D,19990113,000000,7.44591,7.44591,6.82303,7.059,484937.36099609,0
CDR,D,19990114,000000,6.86074,7.21004,6.86074,6.95527,406946.20793967,0
CDR,D,19990115,000000,6.91746,7.15342,6.80422,7.15342,561318.07428346,0
CDR,D,19990118,000000,7.35168,7.4082,7.15342,7.35168,674586.34491578,0
CDR,D,19990119,000000,7.35168,7.4082,7.09681,7.31387,297213.02435372,0
CDR,D,19990120,000000,7.35168,7.35168,7.21004,7.25725,205988.78466302,0
CDR,D,19990121,000000,7.33267,7.33267,7.02129,7.04009,370340.52806998,0
CDR,D,19990122,000000,6.77592,6.93636,6.68159,6.73811,278334.30570598,0
CDR,D,19990125,000000,6.75701,6.93636,6.75701,6.84194,206093.85727029,0
CDR,D,19990126,000000,6.99298,7.11561,6.80422,6.87965,105473.70173757,0
CDR,D,19990127,000000,6.95527,6.95527,6.7193,6.82303,124668.64852063,0
CDR,D,19990128,000000,6.64378,6.86074,6.64378,6.86074,101860.82054928,0
CDR,D,19990129,000000,6.91746,6.97407,6.84194,6.95527,275625.6551283,0
CDR,D,19990201,000000,6.91746,6.91746,6.73811,6.75701,179037.66089939,0
CDR,D,19990202,000000,6.7193,6.80422,6.64378,6.64378,227878.23763433,0
CDR,D,19990203,000000,6.7004,6.73811,6.64378,6.73811,216429.36469651,0
CDR,D,19990204,000000,6.86074,7.69137,6.86074,7.09681,562836.57552116,0
CDR,D,19990205,000000,6.86074,7.19113,6.86074,7.13462,526140.97774718,0
CDR,D,19990208,000000,7.54974,7.54974,7.35168,7.54974,1321934.637025,0
CDR,D,19990209,000000,7.54974,7.54974,7.19113,7.23825,390543.76775739,0
CDR,D,19990210,000000,7.0778,7.21004,7.0778,7.15342,299006.33087196,0
CDR,D,19990211,000000,7.15342,7.21004,7.09681,7.09681,301515.94968395,0
CDR,D,19990212,000000,7.31387,7.31387,7.0778,7.17233,166466.32962818,0
CDR,D,19990215,000000,7.15342,7.21004,7.11561,7.17233,214381.45916836,0
CDR,D,19990216,000000,7.25725,7.27606,7.15342,7.25725,175458.12005764,0
CDR,D,19990217,000000,7.15342,7.25725,7.15342,7.23825,278103.95422082,0
CDR,D,19990218,000000,7.23825,7.33267,7.17233,7.29496,159135.49464435,0
CDR,D,19990219,000000,7.35168,7.56854,7.35168,7.38939,454218.77807387,0
CDR,D,19990222,000000,7.44591,8.36146,7.44591,8.36146,1248247.4196124,0
CDR,D,19990223,000000,8.20092,8.79539,8.16311,8.27644,1225292.0858654,0
CDR,D,19990224,000000,7.96495,7.96495,7.62526,7.71018,576453.58129737,0
CDR,D,19990225,000000,7.72909,7.72909,7.4082,7.44591,482864.19762966,0
CDR,D,19990226,000000,7.44591,7.58755,7.44591,7.47431,359212.93483514,0
CDR,D,19990301,000000,7.56854,7.56854,7.38939,7.4082,168772.87542037,0
CDR,D,19990302,000000,7.56854,7.88013,7.4271,7.72909,443631.70257833,0
CDR,D,19990303,000000,7.60635,7.82341,7.60635,7.74789,358685.55117175,0
CDR,D,19990304,000000,7.7856,7.80451,7.72909,7.74789,329990.62625293,0
CDR,D,19990305,000000,7.96495,8.00266,7.84232,8.00266,396599.5870646,0
CDR,D,19990308,000000,7.96495,8.07828,7.88013,7.92724,445683.64936061,0
CDR,D,19990309,000000,8.00266,8.1254,7.88013,7.92724,363709.84036341,0
CDR,D,19990310,000000,7.92724,7.96495,7.7856,7.88013,146954.14439626,0
CDR,D,19990311,000000,7.92724,8.00266,7.88013,7.92724,198098.23598279,0
CDR,D,19990312,000000,7.96495,8.04057,7.92724,8.00266,258277.56148063,0
CDR,D,19990315,000000,8.1254,8.16311,7.7668,7.88013,227271.03920196,0
CDR,D,19990316,000000,7.92724,7.92724,7.7668,7.7668,229089.60355848,0
CDR,D,19990317,000000,7.72909,7.72909,7.60635,7.62526,193161.84406837,0
CDR,D,19990318,000000,7.58755,7.58755,7.4082,7.56854,112444.86510423,0
CDR,D,19990319,000000,7.58755,7.84232,7.58755,7.80451,142513.81642575,0
CDR,D,19990322,000000,7.7668,7.88013,7.7668,7.88013,174127.53713679,0
CDR,D,19990323,000000,7.80451,7.88013,7.72909,7.80451,273169.58293346,0
CDR,D,19990324,000000,7.02129,7.44591,7.02129,7.31387,294401.32179583,0
CDR,D,19990325,000000,7.35168,7.74789,7.35168,7.56854,263755.48144788,0
CDR,D,19990326,000000,7.69137,7.84232,7.58755,7.71018,291086.48309931,0
CDR,D,19990329,000000,7.71018,7.71018,7.54974,7.66297,182356.54085004,0
CDR,D,19990330,000000,7.66297,7.66297,7.53083,7.56854,262559.2702267,0
CDR,D,19990331,000000,7.54974,7.54974,7.4082,7.4271,136763.11180502,0
CDR,D,19990401,000000,7.35168,7.51202,7.35168,7.44591,143625.16131029,0
CDR,D,19990406,000000,7.56854,7.82341,7.56854,7.74789,193839.76444794,0
CDR,D,19990407,000000,7.96495,8.67275,7.96495,8.55012,901695.73395272,0
CDR,D,19990408,000000,8.74827,9.10668,8.74827,8.74827,1339945.4963493,0
CDR,D,19990409,000000,8.74827,9.03135,8.74827,8.90862,1164337.849889,0
CDR,D,19990412,000000,8.94633,8.94633,8.67275,8.79539,488129.95175532,0
CDR,D,19990413,000000,8.94633,8.98424,8.71046,8.8332,540058.04664221,0
CDR,D,19990414,000000,8.74827,8.74827,8.51241,8.59733,230754.60025823,0
CDR,D,19990415,000000,8.74827,8.74827,8.51241,8.55012,248647.25289932,0
CDR,D,19990416,000000,8.71046,8.79539,8.55012,8.59733,349729.12171589,0
CDR,D,19990419,000000,8.67275,8.90862,8.67275,8.87091,187098.95256643,0
CDR,D,19990420,000000,8.74827,8.74827,8.59733,8.59733,313254.78260529,0
CDR,D,19990421,000000,8.55012,8.71046,8.4746,8.67275,135771.99423072,0
CDR,D,19990422,000000,8.74827,8.87091,8.71046,8.8332,341417.27229306,0
CDR,D,19990423,000000,8.87091,8.90862,8.74827,8.90862,353276.33252464,0
CDR,D,19990426,000000,9.06916,9.85239,9.06916,9.85239,615433.49796584,0
CDR,D,19990427,000000,9.9385,10.1365,9.61583,9.9385,1115476.0565699,0
CDR,D,19990428,000000,9.57821,9.73955,9.41787,9.73955,527145.22939739,0
CDR,D,19990429,000000,9.46637,9.57821,9.1821,9.50299,217885.22649526,0
CDR,D,19990430,000000,9.5406,9.73955,9.46637,9.5406,130278.9195605,0
CDR,D,19990504,000000,9.65443,9.65443,9.34274,9.38026,137024.78300966,0
CDR,D,19990505,000000,9.34274,9.34274,9.1821,9.21961,124325.14191996,0
CDR,D,19990506,000000,9.46637,9.5406,9.34274,9.38026,128016.82756369,0
CDR,D,19990507,000000,9.34274,9.46637,9.21961,9.41787,194925.85149419,0
CDR,D,19990510,000000,9.34274,9.34274,9.26772,9.26772,106857.83127558,0
CDR,D,19990511,000000,9.26772,9.5406,9.26772,9.50299,138732.21287772,0
CDR,D,19990512,000000,9.50299,9.5406,9.34274,9.38026,236028.43689214,0
CDR,D,19990513,000000,9.34274,9.46637,9.34274,9.41787,114533.18317363,0
