<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
CDR,D,20170525,000000,69.8447,71.6283,69.4576,69.4576,536082.46289615,0
CDR,D,20170526,000000,69.6942,70.297,68.259,68.8915,173685.01981004,0
CDR,D,20170529,000000,69.7051,71.5441,69.1409,71.3333,383301.84036431,0
CDR,D,20170530,000000,71.6005,75.1539,71.3333,74.3017,630703.37667942,0
CDR,D,20170531,000000,73.7929,75.632,73.0951,75.5755,522166.40431465,0
CDR,D,20170601,000000,75.5459,78.5142,74.8758,78.5142,528035.31561855,0
CDR,D,20170602,000000,78.7053,79.3665,77.5571,78.5142,249855.58788288,0
CDR,D,20170605,000000,78.9745,79.4714,76.6,76.6,204564.24258375,0
CDR,D,20170606,000000,74.7807,76.6,73.5356,76.6,371317.50125485,0
CDR,D,20170607,000000,77.0781,78.4954,75.2776,76.791,203110.40141206,0
CDR,D,20170608,000000,77.1553,78.3707,76.1209,78.2173,245621.36387278,0
CDR,D,20170609,000000,78.1312,79.3665,77.088,78.7251,278779.85397333,0
CDR,D,20170612,000000,78.5043,78.5043,76.6465,78.2262,248027.93070457,0
CDR,D,20170613,000000,77.1741,80.4285,77.0781,80.4196,417592.89193356,0
CDR,D,20170614,000000,80.4196,81.2817,78.2648,78.2648,254146.38945073,0
CDR,D,20170616,000000,77.8442,80.4107,77.8442,79.0883,157751.36510633,0
CDR,D,20170619,000000,80.2375,80.9076,79.9504,80.4196,168536.46205402,0
CDR,D,20170620,000000,80.4285,80.8026,79.0032,79.8257,136146.82055087,0
CDR,D,20170621,000000,80.2177,80.668,79.0695,79.4328,202082.91255063,0
CDR,D,20170622,000000,79.1853,80.6017,78.9933,78.9933,217217.409251,0
CDR,D,20170623,000000,78.9933,80.2375,78.9933,80.0652,47883.809820703,0
CDR,D,20170626,000000,79.8069,82.3447,79.8069,82.3447,213184.23763365,0
CDR,D,20170627,000000,82.5358,83.1682,81.5885,82.3447,113631.98350362,0
CDR,D,20170628,000000,82.3447,83.0712,81.8657,81.8657,117040.78135856,0
CDR,D,20170629,000000,81.8746,82.3447,81.7123,82.3447,62933.440184437,0
CDR,D,20170630,000000,82.2962,82.8139,81.3965,82.3823,101933.56312354,0
CDR,D,20170703,000000,82.3823,82.4398,80.9175,81.6836,163200.9962947,0
CDR,D,20170704,000000,81.6836,81.6836,79.6723,80.0751,74591.448023262,0
CDR,D,20170705,000000,80.0751,80.3236,74.7035,79.1853,528529.35893541,0
CDR,D,20170706,000000,79.1853,79.1853,77.0107,78.0352,335575.63945451,0
CDR,D,20170707,000000,77.6521,78.5043,76.312,76.312,85818.051984179,0
CDR,D,20170710,000000,76.504,78.4083,76.504,77.9402,89902.749591629,0
CDR,D,20170711,000000,78.5142,79.3665,77.1929,77.5858,110423.22772789,0
CDR,D,20170712,000000,77.5858,79.3763,77.5858,79.2704,89628.95462462,0
CDR,D,20170713,000000,79.4714,79.8544,78.7053,79.8544,169459.88862172,0
CDR,D,20170714,000000,80.1424,80.1424,77.6521,78.3707,82826.513617703,0
CDR,D,20170717,000000,79.1269,79.1269,77.7966,78.4281,74624.788369798,0
CDR,D,20170718,000000,77.662,79.0794,77.662,78.9933,109007.7784704,0
CDR,D,20170719,000000,78.8874,79.6634,78.7053,79.6634,75011.738452324,0
CDR,D,20170720,000000,79.6634,82.8139,79.6634,82.8139,236019.34407035,0
CDR,D,20170721,000000,82.8139,84.259,82.8139,83.3019,141014.51114516,0
CDR,D,20170724,000000,83.3019,83.4929,82.899,83.3019,78903.466175277,0
CDR,D,20170725,000000,83.3019,84.45,80.477,83.4929,130609.29208527,0
CDR,D,20170726,000000,83.9334,84.259,83.0148,83.5701,77847.688534964,0
CDR,D,20170727,000000,83.7809,84.7381,83.3019,83.675,108678.41625917,0
CDR,D,20170728,000000,84.259,84.259,81.8657,83.091,90778.691423353,0
CDR,D,20170731,000000,84.259,84.259,82.1725,82.8238,115470.75413077,0
CDR,D,20170801,000000,83.1098,83.7324,82.6031,83.4929,76817.168732936,0
CDR,D,20170802,000000,83.5315,84.2491,82.3447,83.0049,112877.27929567,0
CDR,D,20170803,000000,82.4398,82.804,81.3965,82.0092,107013.41955942,0
CDR,D,20170804,000000,81.3866,83.1771,81.3866,81.6935,79814.7689806,0
CDR,D,20170807,000000,82.5358,82.9188,81.8746,82.0567,89338.994641108,0
CDR,D,20170808,000000,82.5259,83.091,80.4483,81.2055,117646.9694774,0
CDR,D,20170809,000000,81.3866,81.3866,80.5542,80.6205,72213.169970346,0
CDR,D,20170810,000000,80.6205,82.4398,80.5344,81.2332,55311.634903556,0
CDR,D,20170811,000000,80.4285,80.8501,79.5674,80.4285,99343.119229031,0
CDR,D,20170814,000000,80.4285,81.1768,79.6822,81.0135,39278.969473769,0
CDR,D,20170816,000000,81.3866,83.4929,80.7551,83.3019,114372.54332214,0
CDR,D,20170817,000000,83.2821,83.4929,82.4398,83.1098,183675.00000852,0
CDR,D,20170818,000000,82.9188,83.1098,81.8657,82.8238,35937.862625429,0
CDR,D,20170821,000000,82.5358,83.292,82.1428,82.8238,53083.893566819,0
CDR,D,20170822,000000,82.8238,83.3019,80.9076,81.444,140019.35231673,0
CDR,D,20170823,000000,82.3249,82.3249,80.6205,81.1095,363139.01321816,0
CDR,D,20170824,000000,81.2906,81.3866,80.9076,81.1956,57446.427395404,0
CDR,D,20170825,000000,81.3866,81.9617,80.5255,81.2906,71858.549920825,0
CDR,D,20170828,000000,81.2906,81.3777,80.668,80.8125,70551.204211193,0
CDR,D,20170829,000000,81.3777,81.3777,76.6376,77.0969,348957.2421779,0
CDR,D,20170830,000000,78.3905,79.3575,77.1929,77.567,186046.20586672,0
CDR,D,20170831,000000,78.5142,80.5542,78.5142,79.8544,238671.41709028,0
CDR,D,20170901,000000,80.5542,81.2144,79.2892,80.6205,224802.84324475,0
CDR,D,20170904,000000,80.5255,82.3447,79.5001,81.9132,117565.13408136,0
CDR,D,20170905,000000,81.6737,82.9287,78.8201,80.2375,240799.13738741,0
CDR,D,20170906,000000,80.2375,80.8026,77.9402,78.5241,198791.31106533,0
CDR,D,20170907,000000,82.4398,86.1841,82.4398,86.1841,967996.54913731,0
CDR,D,20170908,000000,86.6523,91.2014,86.3663,90.6273,909603.45796299,0
CDR,D,20170911,000000,92.11,96.5156,92.11,95.7465,913639.66052093,0
CDR,D,20170912,000000,97.1411,102.067,93.8441,100.157,684605.62420667,0
CDR,D,20170913,000000,100.157,104.948,98.1893,102.453,560330.99796329,0
CDR,D,20170914,000000,102.453,104.651,100.533,102.067,386104.45010042,0
CDR,D,20170915,000000,101.879,102.453,98.1418,99.4741,1091840.7818163,0
CDR,D,20170918,000000,99.4345,102.453,99.0089,101.493,244415.04951629,0
CDR,D,20170919,000000,102.018,104.849,101.493,104.849,266851.08210809,0
CDR,D,20170920,000000,104.364,110.589,104.176,109.065,548096.10109803,0
CDR,D,20170921,000000,110.114,112.025,105.413,107.244,480031.27848761,0
CDR,D,20170922,000000,107.571,109.53,105.037,109.154,366442.73846584,0
CDR,D,20170925,000000,109.352,111.451,107.046,108.343,164771.02352249,0
CDR,D,20170926,000000,108.729,109.53,105.561,106.333,217218.41956453,0
CDR,D,20170927,000000,105.611,108.729,105.611,107.383,166519.87624535,0
CDR,D,20170928,000000,107.383,110.015,107.383,109.916,300076.25290171,0
CDR,D,20170929,000000,109.916,111.54,108.432,111.312,203922.69349131,0
CDR,D,20171002,000000,111.312,111.975,108.768,109.679,118218.80693618,0
CDR,D,20171003,000000,109.778,111.312,109.481,110.114,62020.116752052,0
CDR,D,20171004,000000,109.867,110.401,108.729,108.729,133265.40635932,0
CDR,D,20171005,000000,109.679,109.916,108.481,109.065,222220.48185849,0
CDR,D,20171006,000000,109.105,111.074,109.105,110.787,271441.94679477,0
CDR,D,20171009,000000,110.787,111.451,110.401,111.025,208841.91007569,0
CDR,D,20171010,000000,111.074,111.074,110.114,110.926,289628.6006735,0
CDR,D,20171011,000000,111.025,118.726,109.253,113.935,515052.78674006,0
CDR,D,20171012,000000,115.192,118.052,112.025,112.025,488734.11924709,0
CDR,D,20171013,000000,114.034,117.765,111.361,112.797,698404.48641854,0
CDR,D,20171016,000000,114.232,114.707,111.837,112.935,343184.31065948,0
CDR,D,20171017,000000,112.985,113.46,108.679,109.629,453565.10521906,0
CDR,D,20171018,000000,109.154,109.629,105.561,106.759,354698.85397685,0
CDR,D,20171019,000000,106.234,108.006,106.185,107.006,196657.52888701,0
CDR,D,20171020,000000,108.194,110.639,107.145,107.719,279148.61841229,0
CDR,D,20171023,000000,107.719,109.154,107.719,108.481,156456.14315907,0
CDR,D,20171024,000000,109.154,109.154,107.521,108.58,267566.38408832,0
CDR,D,20171025,000000,108.194,109.154,108.194,108.966,212224.43977882,0
CDR,D,20171026,000000,109.154,114.271,109.016,112.797,422575.75827043,0
CDR,D,20171027,000000,113.272,115.38,112.549,113.46,284413.36222441,0
CDR,D,20171030,000000,113.46,113.935,112.173,112.935,171711.87748321,0
CDR,D,20171031,000000,113.509,115.855,113.084,115.469,452293.12048303,0
CDR,D,20171102,000000,116.291,116.291,113.648,114.905,257502.65100204,0
CDR,D,20171103,000000,115.192,116.33,114.133,114.133,174679.16832493,0
CDR,D,20171106,000000,114.133,116.716,113.46,115.855,127120.67946134,0
CDR,D,20171107,000000,116.142,119.686,115.38,119.211,285889.43029379,0
CDR,D,20171108,000000,119.587,122.556,119.26,120.883,545904.73104842,0
CDR,D,20171109,000000,120.883,122.556,119.874,119.874,266303.49217407,0
CDR,D,20171110,000000,119.874,121.596,118.349,119.587,160784.32632759,0
CDR,D,20171113,000000,118.726,118.726,106.858,109.867,1013525.3181163,0
CDR,D,20171114,000000,112.025,112.361,93.8441,102.839,1784045.9844062,0
CDR,D,20171115,000000,102.216,104.364,98.8109,102.453,557899.17329321,0
CDR,D,20171116,000000,106.284,107.62,103.889,105.324,437421.30530082,0
CDR,D,20171117,000000,106.472,108.343,104.126,106.571,398138.29457292,0
CDR,D,20171120,000000,107.244,110.876,106.67,108.679,477201.39028616,0
CDR,D,20171121,000000,110.589,110.688,105.561,107.67,571575.78756777,0
CDR,D,20171122,000000,94.7914,105.235,91.919,101.493,1307706.3915623,0
CDR,D,20171123,000000,100.682,103.602,98.7713,100.345,484121.02766272,0
CDR,D,20171124,000000,100.919,102.928,100.345,100.533,265537.67451727,0
CDR,D,20171127,000000,100.533,103.691,100.533,102.552,1015178.1910537,0
CDR,D,20171128,000000,103.404,104.463,100.058,100.058,619620.23723996,0
CDR,D,20171129,000000,99.672,101.444,93.8342,93.8342,1072750.9076405,0
CDR,D,20171130,000000,92.8761,98.7713,91.1727,97.1896,6701173.2404099,0
CDR,D,20171201,000000,98.0458,99.1078,88.2429,92.6851,1158108.2566544,0
CDR,D,20171204,000000,90.9619,93.1255,87.3323,92.2545,723716.88163423,0
CDR,D,20171205,000000,91.5646,95.7366,91.1143,95.3278,612926.91009444,0
CDR,D,20171206,000000,95.7465,96.0345,90.6362,93.8243,875490.22157526,0
CDR,D,20171207,000000,93.0305,94.5904,91.2677,91.8428,213045.82467985,0
CDR,D,20171208,000000,92.6851,93.757,89.2386,90.0047,423734.58789094,0
CDR,D,20171211,000000,90.0047,90.7322,85.3121,85.6952,758609.06975466,0
CDR,D,20171212,000000,85.2171,87.7737,84.355,87.7737,444944.09985562,0
CDR,D,20171213,000000,88.0885,95.3664,88.0321,92.9632,868106.85028779,0
CDR,D,20171214,000000,93.8342,95.0784,89.7355,91.2964,295255.03672987,0
CDR,D,20171215,000000,91.4874,93.0869,89.7553,92.398,337784.18483415,0
CDR,D,20171218,000000,92.8761,94.2658,90.2057,91.8705,184340.79662571,0
CDR,D,20171219,000000,91.8903,96.0345,91.5359,95.6535,344214.83046151,0
CDR,D,20171220,000000,95.7465,97.4678,94.7914,95.3179,206928.37624722,0
CDR,D,20171221,000000,95.2229,96.1791,92.302,96.083,328201.36098882,0
CDR,D,20171222,000000,95.8425,96.9006,94.7439,95.89,188784.15553681,0
CDR,D,20171227,000000,96.0345,97.6608,95.5575,97.6608,261054.91337845,0
CDR,D,20171228,000000,98.6229,98.6229,94.3707,94.7914,316938.38574077,0
CDR,D,20171229,000000,92.4931,95.2417,92.3307,92.8761,457339.63657237,0
CDR,D,20180103,000000,93.5472,95.7465,93.5472,93.8342,221620.35562084,0
CDR,D,20180104,000000,94.7914,95.509,93.1156,93.8342,201071.5887057,0
CDR,D,20180105,000000,94.7914,95.1744,93.5947,94.7914,126176.03630948,0
CDR,D,20180108,000000,95.1744,96.8046,94.1688,96.4196,296869.51775304,0
CDR,D,20180109,000000,96.4196,96.5156,94.9834,95.7465,128332.04538549,0
CDR,D,20180110,000000,95.6535,95.6535,93.5947,93.9778,106954.8213746,0
CDR,D,20180111,000000,94.7914,102.255,94.1213,99.771,467158.87378405,0
CDR,D,20180112,000000,100.533,103.79,99.8601,102.453,380824.55158532,0
CDR,D,20180115,000000,103.889,104.75,101.206,101.305,136827.77187103,0
CDR,D,20180116,000000,102.453,107.343,101.968,106.373,407560.47856676,0
CDR,D,20180117,000000,107.244,113.935,106.759,113.935,804386.3758624,0
CDR,D,20180118,000000,115.855,118.151,111.074,114.608,671342.22816645,0
CDR,D,20180119,000000,114.905,116.241,112.025,116.142,350042.31891063,0
CDR,D,20180122,000000,116.716,116.716,113.084,114.232,211300.00289759,0
CDR,D,20180123,000000,113.648,115.469,111.164,113.272,270438.70545809,0
CDR,D,20180124,000000,112.025,113.747,109.352,111.54,271316.66791688,0
CDR,D,20180125,000000,111.074,111.451,107.244,107.244,215893.89852487,0
CDR,D,20180126,000000,106.373,111.639,106.373,109.916,131202.3461282,0
CDR,D,20180129,000000,110.114,110.876,107.808,110.876,102665.03012027,0
CDR,D,20180130,000000,110.114,110.114,107.808,109.154,82600.20338667,0
CDR,D,20180131,000000,109.154,113.648,108.481,111.074,335443.2883819,0
CDR,D,20180201,000000,111.164,112.411,108.768,110.114,119654.4624643,0
CDR,D,20180202,000000,109.253,109.817,107.907,108.58,171890.70297827,0
CDR,D,20180205,000000,106.284,107.521,103.889,104.849,205487.66915145,0
CDR,D,20180206,000000,98.2378,103.027,97.4678,101.493,587578.14359161,0
CDR,D,20180207,000000,105.235,106.571,103.602,106.571,309596.43730809,0
CDR,D,20180208,000000,108.194,109.728,104.948,106.284,264620.30983076,0
CDR,D,20180209,000000,104.562,106.185,101.681,101.681,380354.75579322,0
CDR,D,20180212,000000,104.562,104.651,101.78,102.166,191404.90883726,0
CDR,D,20180213,000000,103.126,105.512,102.552,104.463,268611.04827979,0
CDR,D,20180214,000000,104.651,106.571,103.126,104.275,294605.40512918,0
CDR,D,20180215,000000,106.284,106.472,104.275,104.275,230950.60108332,0
CDR,D,20180216,000000,104.849,106.957,104.849,106.086,170685.39893531,0
CDR,D,20180219,000000,105.997,106.185,103.889,104.364,65218.769392464,0
CDR,D,20180220,000000,104.364,104.75,102.354,104.364,40071.055282387,0
CDR,D,20180221,000000,103.978,105.136,103.225,104.849,57776.799920172,0
CDR,D,20180222,000000,104.849,105.037,103.314,105.037,117290.32880082,0
CDR,D,20180223,000000,105.037,105.324,102.74,103.978,85331.080862044,0
CDR,D,20180226,000000,105.037,105.136,101.582,102.354,101375.87005421,0
CDR,D,20180227,000000,102.453,103.027,100.731,103.027,90065.410070184,0
CDR,D,20180228,000000,102.453,103.602,99.2959,102.453,275580.19101938,0
CDR,D,20180301,000000,101.305,101.968,98.9099,100.345,153476.72855497,0
CDR,D,20180302,000000,100.246,102.255,99.4741,101.394,132517.77434608,0
CDR,D,20180305,000000,101.493,101.968,100.058,101.493,132405.6295441,0
CDR,D,20180306,000000,101.493,102.255,97.8528,99.1969,156192.45132738,0
CDR,D,20180307,000000,99.2959,105.136,95.4139,105.136,356996.30694725,0
CDR,D,20180308,000000,105.799,106.67,103.602,103.602,142318.82591419,0
CDR,D,20180309,000000,103.602,105.799,101.681,104.849,347837.81478511,0
CDR,D,20180312,000000,105.136,110.015,104.176,109.629,312640.5119782,0
CDR,D,20180313,000000,110.114,110.589,108.006,109.441,279097.09242219,0
CDR,D,20180314,000000,109.441,109.728,107.343,109.728,183711.37129565,0
CDR,D,20180315,000000,109.629,109.728,108.392,108.679,260700.29332892,0
CDR,D,20180316,000000,108.194,108.194,102.552,104.562,989369.73189408,0
CDR,D,20180319,000000,105.7,107.244,103.404,104.651,214895.70875584,0
CDR,D,20180320,000000,105.611,105.611,103.602,105.136,222613.49382221,0
CDR,D,20180321,000000,105.799,108.392,104.364,108.095,280675.20215823,0
CDR,D,20180322,000000,108.679,111.074,103.978,107.244,366037.60273975,0
CDR,D,20180323,000000,104.651,106.571,102.74,106.284,240048.47443358,0
CDR,D,20180326,000000,106.759,106.759,103.978,104.364,148184.7062775,0
CDR,D,20180327,000000,105.997,110.302,105.799,108.095,225474.70174313,0
CDR,D,20180328,000000,106.284,107.244,103.978,104.562,186080.55652678,0
CDR,D,20180329,000000,105.611,106.284,104.077,104.75,147866.45751511,0
CDR,D,20180403,000000,104.275,105.611,103.126,104.948,236960.95628162,0
CDR,D,20180404,000000,105.037,106.858,104.176,106.759,296058.23598733,0
CDR,D,20180405,000000,107.244,111.837,107.145,110.015,425168.222792,0
CDR,D,20180406,000000,110.589,115.954,110.589,115.281,667631.34656562,0
CDR,D,20180409,000000,114.905,120.646,113.559,118.052,452859.90637414,0
CDR,D,20180410,000000,118.438,119.686,115.281,119.686,276150.00785109,0
CDR,D,20180411,000000,119.686,121.982,117.102,119.408,306703.90966769,0
CDR,D,20180412,000000,118.923,121.418,117.389,118.438,268586.80075503,0
CDR,D,20180413,000000,118.726,120.448,116.914,116.914,127273.23680458,0
CDR,D,20180416,000000,116.914,118.25,113.559,114.232,266671.2462995,0
CDR,D,20180417,000000,113.935,115.756,112.213,114.905,214961.37913538,0
CDR,D,20180418,000000,114.905,117.102,114.707,116.33,173900.21659223,0
CDR,D,20180419,000000,116.33,116.815,114.608,114.806,133633.16048475,0
CDR,D,20180420,000000,113.935,116.043,113.559,114.42,93212.536720495,0
CDR,D,20180423,000000,114.806,116.241,114.133,115.093,135099.12541881,0
CDR,D,20180424,000000,114.905,115.855,113.183,113.183,220809.07385513,0
CDR,D,20180425,000000,113.183,114.608,110.49,110.787,231836.64605036,0
CDR,D,20180426,000000,111.074,112.698,110.589,110.688,171127.91626206,0
CDR,D,20180427,000000,112.025,112.411,110.787,111.074,156193.46164091,0
CDR,D,20180430,000000,111.262,121.22,111.262,119.488,340530.2170125,0
CDR,D,20180502,000000,119.488,124.278,117.765,119.488,435794.70051526,0
CDR,D,20180504,000000,119.686,121.121,118.923,119.587,300993.61758822,0
CDR,D,20180507,000000,121.032,123.516,119.973,122.556,162776.66461151,0
CDR,D,20180508,000000,123.516,131.177,123.427,131.177,795769.41175308,0
CDR,D,20180509,000000,131.652,141.52,131.652,138.739,895440.88287982,0
CDR,D,20180510,000000,139.788,140.659,136.928,138.739,342800.39151755,0
CDR,D,20180511,000000,138.739,139.788,135.493,138.838,298569.87542639,0
CDR,D,20180514,000000,139.323,141.708,132.127,133.097,704544.16174885,0
CDR,D,20180515,000000,129.732,135.671,129.732,133.85,399732.56932547,0
CDR,D,20180516,000000,134.82,139.125,133.661,138.838,238533.00413648,0
CDR,D,20180517,000000,138.838,142.57,132.612,133.097,507420.87832387,0
CDR,D,20180518,000000,133.949,137.403,133.097,134.047,161575.40182268,0
CDR,D,20180521,000000,135.958,141.708,135.008,140.748,418747.68029995,0
CDR,D,20180522,000000,141.61,142.184,138.165,140.273,302137.29250576,0
CDR,D,20180523,000000,140.748,140.748,136.057,138.452,144203.06065025,0
CDR,D,20180524,000000,138.353,139.6,137.017,138.551,205346.22525705,0
CDR,D,20180525,000000,139.689,139.689,137.779,138.551,157538.1889512,0
CDR,D,20180528,000000,138.838,139.6,137.779,138.838,159947.78672359,0
CDR,D,20180529,000000,139.224,139.224,135.107,137.591,166129.89522223,0
CDR,D,20180530,000000,136.928,141.045,136.443,140.946,432011.07634017,0
CDR,D,20180601,000000,140.946,143.144,139.788,143.144,289571.01280221,0
CDR,D,20180604,000000,144.391,151.191,144.193,150.904,337997.36098928,0
CDR,D,20180605,000000,151.755,152.141,147.835,150.33,262247.0833455,0
CDR,D,20180606,000000,152.141,152.913,145.064,146.113,289639.71412235,0
CDR,D,20180607,000000,146.499,149.082,142.768,146.499,295805.65760448,0
CDR,D,20180608,000000,147.459,147.459,143.619,143.807,254194.88450024,0
CDR,D,20180611,000000,153.012,153.012,134.434,137.68,774367.94021744,0
CDR,D,20180612,000000,138.066,147.261,137.967,143.807,575530.15472967,0
CDR,D,20180613,000000,150.33,151.854,144.777,148.696,952503.39113329,0
CDR,D,20180614,000000,148.696,159.901,146.974,157.694,589903.88534089,0
CDR,D,20180615,000000,158.941,165.167,155.783,160.861,794389.32346919,0
CDR,D,20180618,000000,161.91,165.077,156.842,164.691,383700.91420922,0
CDR,D,20180619,000000,162.197,162.484,156.169,158.179,422783.8828579,0
CDR,D,20180620,000000,158.466,161.633,158.268,158.753,228688.50908652,0
CDR,D,20180621,000000,159.703,160.089,154.447,157.129,262735.06478116,0
CDR,D,20180622,000000,157.981,161.336,155.783,159.238,191219.01114748,0
CDR,D,20180625,000000,159.901,161.148,158.466,158.753,115687.97154002,0
CDR,D,20180626,000000,156.842,160.188,156.169,158.654,208358.98020768,0
CDR,D,20180627,000000,157.793,158.852,157.03,157.892,221074.78631389,0
CDR,D,20180628,000000,157.515,157.892,148.221,150.805,480163.62956023,0
CDR,D,20180629,000000,150.518,155.308,150.419,154.922,259748.57798235,0
CDR,D,20180702,000000,152.913,157.793,152.428,154.249,145405.33375262,0
CDR,D,20180703,000000,155.12,156.743,153.863,155.872,72942.616340017,0
CDR,D,20180704,000000,156.07,160.475,155.595,160.089,175366.18152629,0
CDR,D,20180705,000000,160.376,173.214,160.287,171.392,546621.04334219,0
CDR,D,20180706,000000,171.392,172.343,168.423,169.195,304032.64069067,0
CDR,D,20180709,000000,169.195,173.402,168.136,168.324,171358.26774722,0
CDR,D,20180710,000000,169.482,180.489,168.522,170.432,565077.4509338,0
CDR,D,20180711,000000,170.432,172.828,168.809,171.006,373581.61387872,0
CDR,D,20180712,000000,172.828,176.945,170.917,176.945,285258.9946502,0
CDR,D,20180713,000000,175.223,183.834,175.223,183.834,362010.49300359,0
CDR,D,20180716,000000,184.794,189.011,182.686,189.011,349824.09118784,0
CDR,D,20180717,000000,186.714,193.227,185.843,192.643,579833.0800599,0
CDR,D,20180718,000000,192.257,202.214,191.02,200.878,551609.97156024,0
CDR,D,20180719,000000,200.69,200.69,184.507,194.365,551435.18731931,0
CDR,D,20180720,000000,190.535,196.672,188.724,195.9,280191.26197669,0
CDR,D,20180723,000000,198.196,199.542,194.177,194.949,175502.57385303,0
CDR,D,20180724,000000,197.246,199.918,196.474,199.156,215694.86675918,0
CDR,D,20180725,000000,198.582,202.986,197.246,201.264,209192.48887109,0
CDR,D,20180726,000000,201.838,207.391,201.264,205.293,244242.28590242,0
CDR,D,20180727,000000,206.243,208.737,202.6,208.351,225519.15553851,0
CDR,D,20180730,000000,207.777,211.608,204.709,205.481,241012.31354253,0
CDR,D,20180731,000000,205.293,205.293,187.189,189.11,557630.42989385,0
CDR,D,20180801,000000,186.516,196.474,177.331,196.286,433446.73186829,0
CDR,D,20180802,000000,194.563,196.088,187.1,187.1,192285.90223664,0
CDR,D,20180803,000000,188.912,194.563,188.625,188.625,162380.6217072,0
CDR,D,20180806,000000,191.307,192.455,188.912,190.248,66752.425333129,0
CDR,D,20180807,000000,191.693,198.394,191.02,196.86,190240.01733556,0
CDR,D,20180808,000000,199.156,206.045,198.008,205.669,353308.66255764,0
CDR,D,20180809,000000,205.669,205.669,201.076,205.293,114214.93441124,0
CDR,D,20180810,000000,203.57,204.907,194.365,194.365,205337.13243527,0
CDR,D,20180813,000000,192.455,202.6,190.832,201.65,224959.44184212,0
CDR,D,20180814,000000,202.986,205.669,197.434,203.937,164375.99093172,0
CDR,D,20180816,000000,200.304,203.184,197.632,197.81,171494.66007396,0
CDR,D,20180817,000000,199.156,200.116,194.563,194.563,157161.34200399,0
CDR,D,20180820,000000,196.474,202.026,194.751,201.076,113576.41625939,0
CDR,D,20180821,000000,202.986,205.481,201.264,203.937,157919.07715254,0
CDR,D,20180822,000000,201.462,202.798,196.286,197.434,177090.78672439,0
CDR,D,20180823,000000,198.394,200.304,195.137,200.116,117990.47607808,0
CDR,D,20180824,000000,201.076,201.076,195.9,197.632,124508.00866914,0
CDR,D,20180827,000000,198.394,204.907,198.394,202.986,241907.45133135,0
CDR,D,20180828,000000,210.647,212.944,206.817,209.875,448187.20629142,0
CDR,D,20180829,000000,207.965,210.647,207.777,210.459,189561.08664246,0
CDR,D,20180830,000000,210.073,210.073,201.462,201.462,288169.70793416,0
CDR,D,20180831,000000,199.918,200.116,194.751,197.246,317601.15141737,0
CDR,D,20180903,000000,197.632,199.918,189.496,193.227,259909.21783384,0
CDR,D,20180904,000000,194.365,195.137,184.794,186.229,319799.5936617,0
CDR,D,20180905,000000,185.744,187.674,176.084,176.846,402937.28384707,0
CDR,D,20180906,000000,174.837,180.578,173.313,174.649,372987.54952225,0
CDR,D,20180907,000000,176.173,181.063,165.652,166.127,499297.95753141,0
CDR,D,20180910,000000,163.731,173.313,160.663,172.056,400838.86264236,0
CDR,D,20180911,000000,175.124,179.152,172.639,174.837,287042.19803312,0
CDR,D,20180912,000000,176.945,178.093,169.759,170.62,269232.3911016,0
CDR,D,20180913,000000,170.432,175.035,169.571,172.54,191523.11552044,0
CDR,D,20180914,000000,174.649,175.609,171.491,174.263,144263.67946214,0
CDR,D,20180917,000000,174.263,177.133,172.54,173.501,146951.11345566,0
CDR,D,20180918,000000,173.877,183.27,172.639,181.449,298157.66750558,0
CDR,D,20180919,000000,183.834,187.1,181.548,181.825,262231.92864253,0
CDR,D,20180920,000000,183.834,184.22,179.053,181.637,377541.03260827,0
CDR,D,20180921,000000,182.884,191.218,181.924,185.467,2013052.7422551,0
CDR,D,20180924,000000,187.853,189.397,176.173,179.439,268540.32633259,0
CDR,D,20180925,000000,179.439,180.004,175.698,178.855,160532.75825827,0
CDR,D,20180926,000000,180.201,180.201,176.272,179.152,119925.22649071,0
CDR,D,20180927,000000,178.479,184.319,177.232,184.22,265501.30323014,0
CDR,D,20180928,000000,185.744,186.615,176.945,179.34,265225.48763607,0
CDR,D,20181001,000000,180.875,184.695,179.34,184.695,153896.0086705,0
CDR,D,20181002,000000,182.597,183.359,178.568,181.924,178254.66791256,0
CDR,D,20181003,000000,182.112,186.13,180.578,184.794,245232.39316319,0
CDR,D,20181004,000000,183.834,184.992,172.442,172.639,327136.49052673,0
CDR,D,20181005,000000,173.778,176.658,167.562,174.55,337732.65884405,0
CDR,D,20181008,000000,172.442,172.442,156.169,156.169,549148.84779775,0
CDR,D,20181009,000000,155.209,159.802,150.132,157.03,597399.40143035,0
CDR,D,20181010,000000,158.179,158.941,143.144,148.894,609172.58501176,0
CDR,D,20181011,000000,143.342,147.924,140.461,145.539,684605.62420667,0
CDR,D,20181012,000000,149.181,156.258,147.924,156.07,472814.60893282,0
CDR,D,20181015,000000,159.802,159.901,150.033,151.854,227714.56684225,0
CDR,D,20181016,000000,152.725,157.981,151.854,157.981,237083.20421892,0
CDR,D,20181017,000000,159.901,161.633,154.536,157.515,291295.61800031,0
CDR,D,20181018,000000,158.08,158.08,147.637,148.409,510905.44969367,0
CDR,D,20181019,000000,151.29,152.814,146.687,150.33,261195.34695931,0
CDR,D,20181022,000000,152.24,152.24,148.409,150.33,136235.72814163,0
CDR,D,20181023,000000,148.023,148.023,136.156,138.165,941349.52974664,0
